City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
375,The Pas,CA,53.8251,-101.2541,68.02,64,100,14.97,overcast clouds,2022-09-08 03:18:23
376,Moussoro,TD,13.6408,16.4901,84.72,63,62,6.46,broken clouds,2022-09-08 03:18:23
377,Nome,US,64.5011,-165.4064,52.16,76,0,9.22,clear sky,2022-09-08 03:18:23
378,Vila,PT,42.0304,-8.1588,54.48,94,100,3.51,overcast clouds,2022-09-08 03:18:24
379,Butembo,CD,0.15,29.2833,56.43,87,78,2.59,broken clouds,2022-09-08 03:18:24
380,Porto Velho,BR,-8.7619,-63.9039,77.05,88,74,0.0,smoke,2022-09-08 03:18:24
381,Pontianak,ID,-0.0333,109.3333,78.78,89,75,11.5,broken clouds,2022-09-08 03:18:24
382,Saint-Pierre,RE,-21.3393,55.4781,71.91,62,75,3.44,broken clouds,2022-09-08 03:18:25
383,Chabahar,IR,25.2919,60.643,79.14,74,21,2.19,few clouds,2022-09-08 03:18:25
384,Cayenne,GF,4.9333,-52.3333,75.24,94,40,0.0,scattered clouds,2022-09-08 03:15:13
385,Jertih,MY,5.7336,102.4897,82.58,75,78,2.44,heavy intensity rain,2022-09-08 03:18:25
386,Bulgan,MN,48.8125,103.5347,71.83,36,0,4.43,clear sky,2022-09-08 03:18:25
387,Znamenskoye,RU,57.1281,73.8282,45.7,89,98,9.71,overcast clouds,2022-09-08 03:18:26
388,Hurghada,EG,27.2574,33.8129,80.49,50,0,14.12,clear sky,2022-09-08 03:18:26
389,Chengde,CN,40.9725,117.9361,84.33,27,0,3.76,clear sky,2022-09-08 03:15:49
390,Kez,RU,57.8979,53.7152,43.68,96,100,4.29,overcast clouds,2022-09-08 03:18:26
391,Burkburnett,US,34.0979,-98.5706,83.89,51,0,9.22,clear sky,2022-09-08 03:15:34
392,Shimoda,JP,34.6667,138.95,80.96,85,100,15.46,light rain,2022-09-08 03:18:26
393,Zheleznodorozhnyy,RU,55.7503,38.0042,46.62,90,100,7.0,overcast clouds,2022-09-08 03:18:27
394,Sibolga,ID,1.7427,98.7792,83.62,65,98,2.77,overcast clouds,2022-09-08 03:18:27
395,Awbari,LY,26.5921,12.7805,77.97,36,0,6.44,clear sky,2022-09-08 03:18:27
396,Kumi,KR,36.1136,128.336,80.28,50,21,2.39,few clouds,2022-09-08 03:18:27
397,Yerbogachen,RU,61.2767,108.0108,50.4,66,100,13.18,overcast clouds,2022-09-08 03:18:28
398,Nioro,GM,13.35,-15.75,76.03,96,98,4.65,light rain,2022-09-08 03:18:11
399,Borova,UA,50.1763,30.1043,46.35,52,39,3.58,scattered clouds,2022-09-08 03:18:28
400,Itarema,BR,-2.9248,-39.9167,77.38,81,2,15.5,clear sky,2022-09-08 03:18:28
401,Marsh Harbour,BS,26.5412,-77.0636,83.41,69,27,3.02,scattered clouds,2022-09-08 03:18:28
402,Lompoc,US,34.6391,-120.4579,82.78,90,0,8.05,clear sky,2022-09-08 03:18:29
403,Hohhot,CN,40.8106,111.6522,73.69,43,0,2.24,clear sky,2022-09-08 03:18:29
404,Evansville,US,37.9748,-87.5558,73.45,82,0,4.61,clear sky,2022-09-08 03:15:11
405,Mae Chan,TH,20.1467,99.8526,80.26,60,88,3.51,overcast clouds,2022-09-08 03:18:29
406,Lebu,CL,-37.6167,-73.65,43.75,71,35,5.88,scattered clouds,2022-09-08 03:18:29
407,Wadi Musa,JO,30.3222,35.4793,64.89,56,0,2.35,clear sky,2022-09-08 03:18:30
408,Richards Bay,ZA,-28.783,32.0377,63.12,79,0,12.03,clear sky,2022-09-08 03:18:30
409,Belousovka,KZ,50.1339,82.5239,59.85,41,75,6.71,broken clouds,2022-09-08 03:18:30
410,Parabel,RU,58.6978,81.4825,42.62,97,100,20.47,light rain,2022-09-08 03:18:31
411,Kaka,TM,37.3482,59.6143,78.76,28,0,3.71,clear sky,2022-09-08 03:18:31
412,Galle,LK,6.0367,80.217,79.88,83,100,10.45,overcast clouds,2022-09-08 03:18:31
413,Banda Aceh,ID,5.5577,95.3222,84.96,60,95,10.98,overcast clouds,2022-09-08 03:18:31
414,Luderitz,NA,-26.6481,15.1594,57.54,68,2,10.83,clear sky,2022-09-08 03:19:32
415,Strezhevoy,RU,60.7333,77.5889,43.56,90,100,15.55,light rain,2022-09-08 03:19:32
416,Karachi,PK,24.9056,67.0822,82.22,83,20,0.0,few clouds,2022-09-08 03:15:17
417,Port Macquarie,AU,-31.4333,152.9167,66.88,59,75,15.66,broken clouds,2022-09-08 03:15:16
418,Gawler,AU,-34.6,138.7333,62.47,82,73,14.99,broken clouds,2022-09-08 03:19:32
419,Kitimat,CA,54.0524,-128.6534,57.58,98,100,2.77,light rain,2022-09-08 03:19:32
420,Gushikawa,JP,26.3544,127.8686,85.62,67,40,14.97,scattered clouds,2022-09-08 03:19:33
421,Astoria,US,46.1879,-123.8313,60.69,78,0,17.27,clear sky,2022-09-08 03:19:33
422,Sinnamary,GF,5.3833,-52.95,78.58,86,56,9.75,broken clouds,2022-09-08 03:19:33
423,Tazovskiy,RU,67.4667,78.7,36.12,70,29,11.99,scattered clouds,2022-09-08 03:19:33
424,Temerloh,MY,3.4483,102.4176,79.52,81,95,2.06,overcast clouds,2022-09-08 03:19:34
425,Falmouth,GB,50.1544,-5.0711,61.38,88,100,14.97,light rain,2022-09-08 03:15:09
426,Codrington,AU,-38.2667,141.9667,56.52,94,100,16.71,light rain,2022-09-08 03:19:34
427,Kijang,KR,35.2442,129.2139,82.13,52,72,14.03,broken clouds,2022-09-08 03:19:34
428,Laviana,ES,43.2333,-5.5333,62.33,82,98,4.88,overcast clouds,2022-09-08 03:19:34
429,Fortuna,US,40.5982,-124.1573,63.09,85,16,4.76,few clouds,2022-09-08 03:19:35
430,Chara,RU,56.9064,118.2631,50.22,47,3,6.93,clear sky,2022-09-08 03:19:35
431,Palmer,US,42.1584,-72.3287,65.57,81,75,5.75,broken clouds,2022-09-08 03:19:35
432,Luau,AO,-10.7073,22.2247,65.68,27,1,5.14,clear sky,2022-09-08 03:19:35
433,Carberry,CA,49.8689,-99.3602,70.03,39,0,13.8,clear sky,2022-09-08 03:19:36
434,Awjilah,LY,29.1081,21.2869,70.21,56,0,9.78,clear sky,2022-09-08 03:19:36
435,Syracuse,IT,37.0881,15.2792,76.59,71,22,1.83,few clouds,2022-09-08 03:19:36
436,Mayo,US,38.8876,-76.5119,70.21,94,100,6.91,overcast clouds,2022-09-08 03:19:37
437,Kudahuvadhoo,MV,2.6708,72.8944,82.26,76,90,14.32,overcast clouds,2022-09-08 03:19:37
438,Mujiayingzi,CN,42.1167,118.7833,86.45,19,0,9.69,clear sky,2022-09-08 03:19:37
439,Carman,CA,49.4992,-98.0016,71.94,64,0,9.22,clear sky,2022-09-08 03:19:37
440,Gejiu,CN,23.306,103.1635,62.82,72,77,3.6,broken clouds,2022-09-08 03:19:38
441,Alekseyevka,RU,50.6309,38.6903,46.26,57,100,8.61,overcast clouds,2022-09-08 03:19:38
442,Kalanchak,UA,46.2562,33.2907,50.49,55,0,3.8,clear sky,2022-09-08 03:19:38
443,Tari,NG,12.4086,4.4914,74.39,90,100,6.42,overcast clouds,2022-09-08 03:19:38
444,Hobyo,SO,5.3505,48.5268,75.24,83,80,19.1,broken clouds,2022-09-08 03:19:39
445,Cocorit,MX,27.5833,-109.9667,79.72,71,100,5.1,overcast clouds,2022-09-08 03:19:39
446,Flin Flon,CA,54.7682,-101.865,62.04,44,95,7.72,overcast clouds,2022-09-08 03:15:32
447,Touros,BR,-5.1989,-35.4608,73.04,80,0,15.03,clear sky,2022-09-08 03:19:39
448,Preobrazheniye,RU,42.9019,133.9064,73.13,61,0,9.73,clear sky,2022-09-08 03:19:39
449,Hirara,JP,24.8,125.2833,85.86,65,20,18.41,few clouds,2022-09-08 03:19:40
450,Akdagmadeni,TR,39.6603,35.8836,40.51,91,0,4.12,clear sky,2022-09-08 03:19:40
451,Basco,PH,20.4487,121.9702,82.54,72,72,20.47,broken clouds,2022-09-08 03:19:40
452,Abu Samrah,SY,35.3029,37.1841,72.01,74,0,2.93,clear sky,2022-09-08 03:19:40
453,Paracuru,BR,-3.41,-39.0306,79.11,78,1,15.59,clear sky,2022-09-08 03:19:41
454,Umbertide,IT,43.3055,12.3366,74.01,98,93,2.71,overcast clouds,2022-09-08 03:19:41
455,Isiro,CD,2.7739,27.616,66.04,98,95,1.07,light rain,2022-09-08 03:19:41
456,Araouane,ML,18.9048,-3.5265,89.19,38,94,7.18,overcast clouds,2022-09-08 03:19:41
457,Komsomolskiy,UZ,40.4272,71.7189,77.72,33,0,2.3,clear sky,2022-09-08 03:19:42
458,Burnie,AU,-41.0667,145.9167,58.95,77,100,15.37,overcast clouds,2022-09-08 03:19:42
459,Sao Filipe,CV,14.8961,-24.4956,78.03,89,67,15.46,broken clouds,2022-09-08 03:19:42
460,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,94,75,6.71,light rain,2022-09-08 03:20:42
461,Goderich,CA,43.7501,-81.7165,62.91,94,0,3.44,clear sky,2022-09-08 03:20:43
462,Kaeo,NZ,-35.1,173.7833,61.32,68,94,5.3,overcast clouds,2022-09-08 03:20:43
463,Egvekinot,RU,66.3167,-179.1667,40.42,67,0,0.81,clear sky,2022-09-08 03:20:43
464,Ciudad Bolivar,VE,8.1222,-63.5497,75.9,89,100,5.64,overcast clouds,2022-09-08 03:20:43
465,Urzhum,RU,57.1141,49.9996,44.4,95,100,7.4,overcast clouds,2022-09-08 03:20:44
466,Da Lat,VN,11.9465,108.4419,68.92,86,100,2.98,overcast clouds,2022-09-08 03:18:23
467,Astrea,CO,9.4983,-73.9759,76.8,87,91,3.56,overcast clouds,2022-09-08 03:20:44
468,Mersing,MY,2.4312,103.8405,82.31,83,40,0.0,scattered clouds,2022-09-08 03:20:44
469,Huarmey,PE,-10.0681,-78.1522,60.78,86,19,11.74,few clouds,2022-09-08 03:20:44
470,Lipin Bor,RU,60.2622,37.9763,36.16,95,40,10.42,scattered clouds,2022-09-08 03:20:45
471,Kupang,ID,-10.1667,123.5833,91.98,46,20,11.5,few clouds,2022-09-08 03:20:45
472,Upata,VE,8.0086,-62.3989,70.07,97,71,2.21,broken clouds,2022-09-08 03:20:45
473,Andenes,NO,69.3143,16.1194,46.38,87,100,3.44,overcast clouds,2022-09-08 03:20:45
474,Kuusamo,FI,65.9667,29.1833,39.24,81,100,3.44,overcast clouds,2022-09-08 03:20:46
475,Ta Khmau,KH,11.4833,104.95,84.25,79,75,10.36,broken clouds,2022-09-08 03:20:46
476,Srednekolymsk,RU,67.45,153.6833,58.8,50,100,17.45,overcast clouds,2022-09-08 03:20:46
477,Panzhihua,CN,26.5851,101.7128,78.6,61,28,1.48,scattered clouds,2022-09-08 03:20:46
478,Garowe,SO,8.4054,48.4845,73.53,65,53,23.06,broken clouds,2022-09-08 03:20:47
479,Mount Isa,AU,-20.7333,139.5,87.57,29,0,12.66,clear sky,2022-09-08 03:20:47
480,Tautira,PF,-17.7333,-149.15,76.69,78,8,20.94,light rain,2022-09-08 03:20:47
481,Skibbereen,IE,51.55,-9.2667,60.12,92,20,8.03,few clouds,2022-09-08 03:20:47
482,Margate,GB,51.3813,1.3862,60.31,96,100,1.01,overcast clouds,2022-09-08 03:20:48
483,Vestmannaeyjar,IS,63.4427,-20.2734,53.47,84,99,6.69,overcast clouds,2022-09-08 03:20:48
484,Strelka,RU,58.0728,93.0344,55.8,62,38,16.84,scattered clouds,2022-09-08 03:20:48
485,Houma,US,29.5958,-90.7195,75.0,90,6,1.01,clear sky,2022-09-08 03:20:48
486,Skjervoy,NO,70.0311,20.9714,44.6,73,100,6.78,overcast clouds,2022-09-08 03:20:48
487,Nemuro,JP,43.3236,145.575,65.61,80,46,11.14,scattered clouds,2022-09-08 03:20:49
488,Korla,CN,41.7597,86.1469,86.32,14,0,5.21,clear sky,2022-09-08 03:20:49
489,Lewisporte,CA,49.2499,-55.0482,46.11,76,11,5.93,few clouds,2022-09-08 03:20:49
490,Yoichi,JP,43.2039,140.7703,73.76,53,9,4.16,clear sky,2022-09-08 03:20:49
491,Nagato,JP,34.3833,131.2,78.94,65,43,17.13,scattered clouds,2022-09-08 03:20:50
492,Aklavik,CA,68.2191,-135.0107,44.04,71,100,6.96,overcast clouds,2022-09-08 03:20:50
493,Auki,SB,-8.7676,160.7034,87.06,55,65,3.36,broken clouds,2022-09-08 03:20:50
494,Bereda,ES,43.2686,-7.5406,61.41,100,100,3.8,overcast clouds,2022-09-08 03:20:50
495,Tazmalt,DZ,36.3868,4.3989,82.22,36,4,2.93,clear sky,2022-09-08 03:20:51
496,Manacor,ES,39.5696,3.2096,74.82,74,98,6.71,overcast clouds,2022-09-08 03:20:51
497,Nizhniy Kuranakh,RU,58.8353,125.4869,47.07,75,97,12.66,light rain,2022-09-08 03:20:51
498,Mandalgovi,MN,45.7625,106.2708,76.12,21,0,4.14,clear sky,2022-09-08 03:20:51
499,Grootfontein,NA,-19.5667,18.1167,67.57,40,0,5.75,clear sky,2022-09-08 03:20:52
500,Orlik,RU,52.5178,99.825,70.61,32,40,3.38,scattered clouds,2022-09-08 03:20:52
501,San Jose,US,37.3394,-121.895,90.68,44,20,9.22,few clouds,2022-09-08 03:16:50
502,Anori,BR,-3.7728,-61.6442,79.27,62,42,2.35,scattered clouds,2022-09-08 03:20:52
503,Pangnirtung,CA,66.1451,-65.7125,46.99,62,100,10.27,overcast clouds,2022-09-08 03:20:53
504,Nosy Varika,MG,-20.5833,48.5333,66.02,79,48,0.58,scattered clouds,2022-09-08 03:20:53
505,Cedar City,US,37.6775,-113.0619,76.17,36,0,8.05,clear sky,2022-09-08 03:16:13
506,Mangan,IN,27.5167,88.5333,76.15,93,100,0.72,overcast clouds,2022-09-08 03:20:53
507,Nenagh,IE,52.8619,-8.1967,57.94,96,100,8.43,overcast clouds,2022-09-08 03:20:53
508,Northam,GB,51.0333,-4.2167,58.6,96,88,13.42,overcast clouds,2022-09-08 03:21:54
509,Pochutla,MX,15.7432,-96.4661,77.83,86,100,2.98,overcast clouds,2022-09-08 03:21:54
510,Nenjiang,CN,49.1833,125.2167,70.79,37,0,6.11,clear sky,2022-09-08 03:21:54
511,Veraval,IN,20.9,70.3667,80.82,79,100,12.88,overcast clouds,2022-09-08 03:21:54
512,Camana,PE,-16.6228,-72.7111,61.2,75,61,5.73,broken clouds,2022-09-08 03:21:55
513,Trairi,BR,-3.2778,-39.2689,77.81,77,2,12.97,clear sky,2022-09-08 03:21:22
514,Wisch,NL,51.9265,6.4171,65.75,80,100,4.61,overcast clouds,2022-09-08 03:21:55
515,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.22,75,17,18.39,few clouds,2022-09-08 03:19:42
516,Namtsy,RU,62.7161,129.6658,52.0,58,100,22.01,overcast clouds,2022-09-08 03:21:55
517,Amursk,RU,50.2261,136.8994,65.41,62,76,19.04,broken clouds,2022-09-08 03:21:55
518,Igarka,RU,67.4667,86.5833,37.15,64,100,16.44,overcast clouds,2022-09-08 03:20:45
519,San Quintin,MX,30.4833,-115.95,78.64,71,0,3.67,clear sky,2022-09-08 03:21:56
520,San Policarpo,PH,12.1791,125.5072,84.38,77,92,6.73,overcast clouds,2022-09-08 03:21:56
521,Mehamn,NO,71.0357,27.8492,48.15,93,75,14.97,broken clouds,2022-09-08 03:21:56
522,Tikrit,IQ,34.6071,43.6782,86.5,22,0,9.31,clear sky,2022-09-08 03:21:56
523,Bahia Blanca,AR,-38.7196,-62.2724,46.2,79,100,10.18,overcast clouds,2022-09-08 03:21:57
524,Sevierville,US,35.8681,-83.5618,71.83,87,40,0.0,scattered clouds,2022-09-08 03:21:57
525,Usinsk,RU,65.9939,57.5281,35.28,89,89,7.83,overcast clouds,2022-09-08 03:21:57
526,Pastavy,BY,55.1168,26.8326,45.95,90,80,4.74,broken clouds,2022-09-08 03:21:57
527,San Francisco,US,37.7749,-122.4194,89.31,77,20,12.66,few clouds,2022-09-08 03:20:57
528,Bure,ET,10.7,37.0667,55.0,95,80,0.54,light rain,2022-09-08 03:21:58
529,La Ermita,MX,20.4139,-101.9936,63.41,93,99,3.91,moderate rain,2022-09-08 03:21:58
530,Manono,CD,-7.3,27.4167,75.96,29,41,8.7,scattered clouds,2022-09-08 03:21:58
531,Puerto Ayacucho,VE,5.6639,-67.6236,75.4,91,97,3.51,overcast clouds,2022-09-08 03:21:58
532,Ajdabiya,LY,30.7554,20.2263,71.96,65,0,10.42,clear sky,2022-09-08 03:21:59
533,Batemans Bay,AU,-35.7167,150.1833,64.09,81,99,9.44,light rain,2022-09-08 03:21:59
534,Anloga,GH,5.7947,0.8973,76.28,88,41,15.64,scattered clouds,2022-09-08 03:21:59
535,Parga,GR,39.2831,20.3964,69.13,63,1,3.36,clear sky,2022-09-08 03:21:59
536,Lasa,IT,46.6166,10.7002,58.69,95,100,4.65,light rain,2022-09-08 03:22:00
537,Atar,MR,20.5169,-13.0499,91.87,22,2,9.84,clear sky,2022-09-08 03:22:00
538,Antananarivo,MG,-18.9137,47.5361,48.16,100,20,6.91,few clouds,2022-09-08 03:18:32
539,Corn Island,NI,12.1694,-83.0418,83.73,74,48,7.34,scattered clouds,2022-09-08 03:22:00
540,Samarai,PG,-10.6167,150.6667,81.82,77,100,9.46,overcast clouds,2022-09-08 03:22:00
541,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.02,27,0,12.59,clear sky,2022-09-08 03:22:01
542,Homer,US,59.6425,-151.5483,53.76,85,100,4.0,light rain,2022-09-08 03:22:01
543,Backa Palanka,RS,45.2508,19.3919,65.95,73,87,3.74,overcast clouds,2022-09-08 03:22:01
544,Sabha,LY,27.0377,14.4283,77.7,41,0,10.58,clear sky,2022-09-08 03:22:01
545,Betlitsa,RU,54.0095,33.9588,37.89,97,40,5.28,scattered clouds,2022-09-08 03:22:02
546,Fort Walton Beach,US,30.4058,-86.6188,80.98,83,75,6.91,broken clouds,2022-09-08 03:22:02
547,Santo Antonio Do Taua,BR,-1.1519,-48.1294,76.95,97,41,3.91,scattered clouds,2022-09-08 03:22:02
548,Nago,JP,26.5881,127.9761,86.45,69,45,13.11,scattered clouds,2022-09-08 03:20:38
549,Barcelos,PT,41.5388,-8.6151,67.84,89,100,4.09,overcast clouds,2022-09-08 03:22:02
550,Tayu,ID,-6.5397,111.0518,84.79,66,100,6.22,overcast clouds,2022-09-08 03:22:03
551,Japura,ID,-0.3167,102.35,86.18,58,78,3.4,broken clouds,2022-09-08 03:22:03
552,Aldama,MX,22.9167,-98.0667,74.79,90,100,4.61,overcast clouds,2022-09-08 03:22:03
553,Cao Bang,VN,22.6667,106.25,78.85,92,100,1.07,overcast clouds,2022-09-08 03:17:42
554,Constantine,DZ,36.365,6.6147,72.81,68,40,2.3,scattered clouds,2022-09-08 03:22:03
555,Ola,RU,59.5833,151.2833,55.15,92,100,17.6,moderate rain,2022-09-08 03:22:04
556,Ligayan,PH,4.6533,119.4706,82.8,70,100,0.65,overcast clouds,2022-09-08 03:22:04
557,Peleduy,RU,59.6289,112.7406,55.42,51,76,8.72,broken clouds,2022-09-08 03:23:04
558,Zhigansk,RU,66.7697,123.3711,50.16,57,41,5.66,scattered clouds,2022-09-08 03:23:04
559,Cap Malheureux,MU,-19.9842,57.6142,68.47,67,87,1.01,overcast clouds,2022-09-08 03:23:05
560,Nizwa,OM,22.9333,57.5333,78.89,63,0,1.86,clear sky,2022-09-08 03:23:05
561,Bokoro,TD,12.3807,17.0568,79.93,74,87,5.77,overcast clouds,2022-09-08 03:23:05
562,Progreso,MX,21.2833,-89.6667,81.1,86,50,6.91,scattered clouds,2022-09-08 03:23:05
